project	bugNumber	assignmentDate	ourTopRecommendedRealAssignee	ourTopRecommendedRealAssigneeRank	totalCommunityMembers	realAssigneesTillNow
julialang/julia	251	Wed Nov 02 16:55:49 MDT 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	252	Wed Nov 02 17:04:30 MDT 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	248	Wed Nov 02 21:09:56 MDT 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	250	Wed Nov 02 21:26:51 MDT 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	255	Wed Nov 02 21:34:53 MDT 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	255	Wed Nov 02 22:00:47 MDT 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	256	Sun Nov 06 18:54:41 MST 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	224	Fri Nov 11 05:01:32 MST 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	197	Fri Nov 11 05:03:46 MST 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	57	Fri Nov 11 05:08:43 MST 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	257	Fri Nov 11 05:11:20 MST 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	258	Fri Nov 11 20:30:46 MST 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	119	Sat Nov 12 19:07:16 MST 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	261	Sat Nov 12 22:22:08 MST 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	263	Sun Nov 13 23:55:55 MST 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	263	Mon Nov 14 22:16:21 MST 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	258	Tue Nov 15 00:29:07 MST 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	229	Tue Nov 15 22:40:33 MST 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	214	Wed Nov 16 01:11:11 MST 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	241	Fri Nov 18 01:03:32 MST 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	33	Mon Nov 28 03:25:57 MST 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	262	Tue Nov 29 03:44:50 MST 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	268	Tue Nov 29 10:54:50 MST 2011	viralbshah	2	831	viralbshah
julialang/julia	271	Thu Dec 01 02:34:30 MST 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	276	Sat Dec 03 20:24:51 MST 2011	jeffbezanson	1	831	jeffbezanson
julialang/julia	277	Sun Dec 04 00:27:11 MST 2011	jeffbezanson	1	831	jeffbezanson
